filename,variable,group_id,mean,se,sd,n,error_type,plot_type
2869_Ejrnaes2006_plant_frequency,Lolium perenne,N1_DR0_PD0,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Plantago lanceolata,N1_DR0_PD0,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Rumex acetosa,N1_DR0_PD0,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Agrostis capillaris,N1_DR0_PD0,0.35,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Festuca ovina,N1_DR0_PD0,0.3,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Festuca rubra,N1_DR1_PD0,0.36,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Dactylis glomerata,N1_DR1_PD0,0.28,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Lolium perenne,N1_DR1_PD0,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Plantago lanceolata,N1_DR1_PD0,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Rumex acetosa,N1_DR1_PD0,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Agrostis capillaris,N1_DR1_PD0,0.39,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Festuca ovina,N1_DR1_PD0,0.31,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Festuca rubra,N0_DR0_PD1,0.19,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Dactylis glomerata,N0_DR0_PD1,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Lolium perenne,N0_DR0_PD1,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Plantago lanceolata,N0_DR0_PD1,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Rumex acetosa,N0_DR0_PD1,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Agrostis capillaris,N0_DR0_PD1,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Festuca ovina,N0_DR0_PD1,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Festuca rubra,N0_DR1_PD1,0.22,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Dactylis glomerata,N0_DR1_PD1,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Lolium perenne,N0_DR1_PD1,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Plantago lanceolata,N0_DR1_PD1,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Rumex acetosa,N0_DR1_PD1,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Agrostis capillaris,N0_DR1_PD1,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Festuca ovina,N0_DR1_PD1,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Festuca rubra,N0_DR0_PD0,0.2,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Dactylis glomerata,N0_DR0_PD0,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Lolium perenne,N0_DR0_PD0,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Plantago lanceolata,N0_DR0_PD0,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Rumex acetosa,N0_DR0_PD0,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Agrostis capillaris,N0_DR0_PD0,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Festuca ovina,N0_DR0_PD0,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Festuca rubra,N0_DR1_PD0,0.3,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Dactylis glomerata,N0_DR1_PD0,0.18,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Lolium perenne,N0_DR1_PD0,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Plantago lanceolata,N0_DR1_PD0,0.15,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Rumex acetosa,N0_DR1_PD0,0.15,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Agrostis capillaris,N0_DR1_PD0,0,na,na,10,na,table
2869_Ejrnaes2006_plant_frequency,Festuca ovina,N0_DR1_PD0,0.17,na,na,10,na,table
3054_Bundy2003_summarytable,Phytoplankton Biomass,N0_M0,48.1,5.3,na,35,se,table
3054_Bundy2003_summarytable,Phytoplankton Biomass,N1_M0,172.7,15.2,na,35,se,table
3054_Bundy2003_summarytable,Phytoplankton Biomass,N0_M1,48.7,6.8,na,35,se,table
3054_Bundy2003_summarytable,Phytoplankton Biomass,N1_M1,134.5,15.6,na,35,se,table
3054_Bundy2003_summarytable,microzooplankton,N0_M0,630.6,275,na,12,se,table
3054_Bundy2003_summarytable,microzooplankton,N1_M0,953,419,na,12,se,table
3054_Bundy2003_summarytable,microzooplankton,N0_M1,552,350,na,12,se,table
3054_Bundy2003_summarytable,microzooplankton,N1_M1,868,516,na,12,se,table
3054_Bundy2003_summarytable,copepod-larvae abundance,N0_M0,152,27,na,12,se,table
3054_Bundy2003_summarytable,copepod-larvae abundance,N1_M0,252,39,na,12,se,table
3054_Bundy2003_summarytable,copepod-larvae abundance,N0_M1,131,35,na,12,se,table
3054_Bundy2003_summarytable,copepod-larvae abundance,N1_M1,230,27,na,12,se,table
3054_Bundy2003_summarytable,copepod abundance,N0_M0,5,2,na,28,se,table
3054_Bundy2003_summarytable,copepod abundance,N1_M0,13,3,na,28,se,table
3054_Bundy2003_summarytable,copepod abundance,N0_M1,6,1,na,28,se,table
3054_Bundy2003_summarytable,copepod abundance,N1_M1,11,3,na,28,se,table
3054_Bundy2003_summarytable,clam growth,N0_M0,46,18,na,3,se,table
3054_Bundy2003_summarytable,clam growth,N1_M0,82,20,na,3,se,table
3054_Bundy2003_summarytable,clam growth,N0_M1,46,12,na,3,se,table
3054_Bundy2003_summarytable,clam growth,N1_M1,60,17,na,3,se,table
3054_Bundy2003_summarytable,oyster growth,N0_M0,70,16,na,11,se,table
3054_Bundy2003_summarytable,oyster growth,N1_M0,85,15,na,11,se,table
3054_Bundy2003_summarytable,oyster growth,N0_M1,63,14,na,11,se,table
3054_Bundy2003_summarytable,oyster growth,N1_M1,82,5,na,11,se,table
3054_Bundy2003_summarytable,anemone growth,N0_M0,3,8,na,7,se,table
3054_Bundy2003_summarytable,anemone growth,N1_M0,-11,13,na,7,se,table
3054_Bundy2003_summarytable,anemone growth,N0_M1,-2,10,na,7,se,table
3054_Bundy2003_summarytable,anemone growth,N1_M1,0,12,na,7,se,table
3054_Bundy2003_summarytable,fish growth,N0_M0,173,25,na,21,se,table
3054_Bundy2003_summarytable,fish growth,N1_M0,228,30,na,21,se,table
3054_Bundy2003_summarytable,fish growth,N0_M1,175,25,na,21,se,table
3054_Bundy2003_summarytable,fish growth,N1_M1,229,30,na,21,se,table
3063_Lenihan2003_invert_abundance,Spiophanes tcherniai,CU0_O0,19.9,na,7.2,8,sd,table
3063_Lenihan2003_invert_abundance,Spiophanes tcherniai,CU0_O1,4.4,na,2.5,8,sd,table
3063_Lenihan2003_invert_abundance,Spiophanes tcherniai,CU0_O2,1.1,na,1.9,8,sd,table
3063_Lenihan2003_invert_abundance,Spiophanes tcherniai,CU1_O0,19.8,na,5.9,8,sd,table
3063_Lenihan2003_invert_abundance,Spiophanes tcherniai,CU1_O1,1.9,na,3.3,8,sd,table
3063_Lenihan2003_invert_abundance,Spiophanes tcherniai,CU1_O2,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Spiophanes tcherniai,CU2_O0,1.1,na,1.1,8,sd,table
3063_Lenihan2003_invert_abundance,Spiophanes tcherniai,CU2_O1,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Spiophanes tcherniai,CU2_O2,0.3,na,0.5,8,sd,table
3063_Lenihan2003_invert_abundance,Capitella perarmata,CU0_O0,8.2,na,3.8,8,sd,table
3063_Lenihan2003_invert_abundance,Capitella perarmata,CU0_O1,64.1,na,8.7,8,sd,table
3063_Lenihan2003_invert_abundance,Capitella perarmata,CU0_O2,109.6,na,25.3,8,sd,table
3063_Lenihan2003_invert_abundance,Capitella perarmata,CU1_O0,20.1,na,5.9,8,sd,table
3063_Lenihan2003_invert_abundance,Capitella perarmata,CU1_O1,72.1,na,13.7,8,sd,table
3063_Lenihan2003_invert_abundance,Capitella perarmata,CU1_O2,76.1,na,12.8,8,sd,table
3063_Lenihan2003_invert_abundance,Capitella perarmata,CU2_O0,22.3,na,8.6,8,sd,table
3063_Lenihan2003_invert_abundance,Capitella perarmata,CU2_O1,54.1,na,14.3,8,sd,table
3063_Lenihan2003_invert_abundance,Capitella perarmata,CU2_O2,59.8,na,13.3,8,sd,table
3063_Lenihan2003_invert_abundance,Ophryotorcha notialis,CU0_O0,6.5,na,3.3,8,sd,table
3063_Lenihan2003_invert_abundance,Ophryotorcha notialis,CU0_O1,23.3,na,7.4,8,sd,table
3063_Lenihan2003_invert_abundance,Ophryotorcha notialis,CU0_O2,26.3,na,7.5,8,sd,table
3063_Lenihan2003_invert_abundance,Ophryotorcha notialis,CU1_O0,4.1,na,4.8,8,sd,table
3063_Lenihan2003_invert_abundance,Ophryotorcha notialis,CU1_O1,13.4,na,8.2,8,sd,table
3063_Lenihan2003_invert_abundance,Ophryotorcha notialis,CU1_O2,29,na,11.4,8,sd,table
3063_Lenihan2003_invert_abundance,Ophryotorcha notialis,CU2_O0,16.9,na,9.8,8,sd,table
3063_Lenihan2003_invert_abundance,Ophryotorcha notialis,CU2_O1,15.6,na,6.5,8,sd,table
3063_Lenihan2003_invert_abundance,Ophryotorcha notialis,CU2_O2,20.1,na,6.4,8,sd,table
3063_Lenihan2003_invert_abundance,Nototanais dimorphus,CU0_O0,92.6,na,12.1,8,sd,table
3063_Lenihan2003_invert_abundance,Nototanais dimorphus,CU0_O1,84.9,na,7.5,8,sd,table
3063_Lenihan2003_invert_abundance,Nototanais dimorphus,CU0_O2,29.7,na,5.8,8,sd,table
3063_Lenihan2003_invert_abundance,Nototanais dimorphus,CU1_O0,38,na,7,8,sd,table
3063_Lenihan2003_invert_abundance,Nototanais dimorphus,CU1_O1,227,na,5,8,sd,table
3063_Lenihan2003_invert_abundance,Nototanais dimorphus,CU1_O2,13.3,na,11.8,8,sd,table
3063_Lenihan2003_invert_abundance,Nototanais dimorphus,CU2_O0,12.1,na,7.7,8,sd,table
3063_Lenihan2003_invert_abundance,Nototanais dimorphus,CU2_O1,10,na,6.1,8,sd,table
3063_Lenihan2003_invert_abundance,Nototanais dimorphus,CU2_O2,12.7,na,6.9,8,sd,table
3063_Lenihan2003_invert_abundance,Eudorella splendida,CU0_O0,46.1,na,18.9,8,sd,table
3063_Lenihan2003_invert_abundance,Eudorella splendida,CU0_O1,2,na,4,8,sd,table
3063_Lenihan2003_invert_abundance,Eudorella splendida,CU0_O2,1.6,na,1.3,8,sd,table
3063_Lenihan2003_invert_abundance,Eudorella splendida,CU1_O0,9.6,na,6.2,8,sd,table
3063_Lenihan2003_invert_abundance,Eudorella splendida,CU1_O1,1.4,na,1.3,8,sd,table
3063_Lenihan2003_invert_abundance,Eudorella splendida,CU1_O2,1.1,na,1.8,8,sd,table
3063_Lenihan2003_invert_abundance,Eudorella splendida,CU2_O0,3.1,na,2.4,8,sd,table
3063_Lenihan2003_invert_abundance,Eudorella splendida,CU2_O1,1.3,na,1.4,8,sd,table
3063_Lenihan2003_invert_abundance,Eudorella splendida,CU2_O2,1.1,na,0.7,8,sd,table
3063_Lenihan2003_invert_abundance,Austrosignum grande,CU0_O0,27.1,na,10.2,8,sd,table
3063_Lenihan2003_invert_abundance,Austrosignum grande,CU0_O1,10,na,5.6,8,sd,table
3063_Lenihan2003_invert_abundance,Austrosignum grande,CU0_O2,6.1,na,5.1,8,sd,table
3063_Lenihan2003_invert_abundance,Austrosignum grande,CU1_O0,7.9,na,2.5,8,sd,table
3063_Lenihan2003_invert_abundance,Austrosignum grande,CU1_O1,13.6,na,4,8,sd,table
3063_Lenihan2003_invert_abundance,Austrosignum grande,CU1_O2,12.6,na,6.4,8,sd,table
3063_Lenihan2003_invert_abundance,Austrosignum grande,CU2_O0,8,na,4.8,8,sd,table
3063_Lenihan2003_invert_abundance,Austrosignum grande,CU2_O1,9.7,na,7.4,8,sd,table
3063_Lenihan2003_invert_abundance,Austrosignum grande,CU2_O2,6.6,na,5.1,8,sd,table
3063_Lenihan2003_invert_abundance,Heterophoxus videns,CU0_O0,18.9,na,7.5,8,sd,table
3063_Lenihan2003_invert_abundance,Heterophoxus videns,CU0_O1,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Heterophoxus videns,CU0_O2,0.7,na,0.8,8,sd,table
3063_Lenihan2003_invert_abundance,Heterophoxus videns,CU1_O0,4.3,na,2.4,8,sd,table
3063_Lenihan2003_invert_abundance,Heterophoxus videns,CU1_O1,1.1,na,1.2,8,sd,table
3063_Lenihan2003_invert_abundance,Heterophoxus videns,CU1_O2,0.3,na,1,8,sd,table
3063_Lenihan2003_invert_abundance,Heterophoxus videns,CU2_O0,0.3,na,1,8,sd,table
3063_Lenihan2003_invert_abundance,Heterophoxus videns,CU2_O1,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Heterophoxus videns,CU2_O2,0.3,na,0.5,8,sd,table
3063_Lenihan2003_invert_abundance,Monoculodes sp.,CU0_O0,16.7,na,5.7,8,sd,table
3063_Lenihan2003_invert_abundance,Monoculodes sp.,CU0_O1,2,na,1.6,8,sd,table
3063_Lenihan2003_invert_abundance,Monoculodes sp.,CU0_O2,0.9,na,1.5,8,sd,table
3063_Lenihan2003_invert_abundance,Monoculodes sp.,CU1_O0,3.7,na,4.1,8,sd,table
3063_Lenihan2003_invert_abundance,Monoculodes sp.,CU1_O1,1.3,na,1,8,sd,table
3063_Lenihan2003_invert_abundance,Monoculodes sp.,CU1_O2,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Monoculodes sp.,CU2_O0,0.3,na,0.5,8,sd,table
3063_Lenihan2003_invert_abundance,Monoculodes sp.,CU2_O1,0.6,na,1.1,8,sd,table
3063_Lenihan2003_invert_abundance,Monoculodes sp.,CU2_O2,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Odontaster validus,CU0_O0,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Odontaster validus,CU0_O1,2.7,na,0.9,8,sd,table
3063_Lenihan2003_invert_abundance,Odontaster validus,CU0_O2,3.9,na,1.9,8,sd,table
3063_Lenihan2003_invert_abundance,Odontaster validus,CU1_O0,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Odontaster validus,CU1_O1,1.4,na,1.1,8,sd,table
3063_Lenihan2003_invert_abundance,Odontaster validus,CU1_O2,2,na,0.6,8,sd,table
3063_Lenihan2003_invert_abundance,Odontaster validus,CU2_O0,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Odontaster validus,CU2_O1,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Odontaster validus,CU2_O2,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Abatus shackletoni,CU0_O0,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Abatus shackletoni,CU0_O1,1.9,na,0.7,8,sd,table
3063_Lenihan2003_invert_abundance,Abatus shackletoni,CU0_O2,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Abatus shackletoni,CU1_O0,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Abatus shackletoni,CU1_O1,0.3,na,0.5,8,sd,table
3063_Lenihan2003_invert_abundance,Abatus shackletoni,CU1_O2,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Abatus shackletoni,CU2_O0,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Abatus shackletoni,CU2_O1,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Abatus shackletoni,CU2_O2,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Sterichinus neumayeri,CU0_O0,2.3,na,1,8,sd,table
3063_Lenihan2003_invert_abundance,Sterichinus neumayeri,CU0_O1,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Sterichinus neumayeri,CU0_O2,1.7,na,0.9,8,sd,table
3063_Lenihan2003_invert_abundance,Sterichinus neumayeri,CU1_O0,0.6,na,5,8,sd,table
3063_Lenihan2003_invert_abundance,Sterichinus neumayeri,CU1_O1,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Sterichinus neumayeri,CU1_O2,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Sterichinus neumayeri,CU2_O0,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Sterichinus neumayeri,CU2_O1,0,na,0,8,sd,table
3063_Lenihan2003_invert_abundance,Sterichinus neumayeri,CU2_O2,0,na,0,8,sd,table
3231_Feber1996_butterflyplant_abundance,butterfly,H0_PD0,39.1,11.84,na,8,se,table
3231_Feber1996_butterflyplant_abundance,butterfly,H0_PD1,16.5,3.05,na,8,se,table
3231_Feber1996_butterflyplant_abundance,butterfly,H1_PD0,18.3,4.88,na,8,se,table
3231_Feber1996_butterflyplant_abundance,knautia arvensis,H0_PD0,15.2,15.16,na,8,se,table
3231_Feber1996_butterflyplant_abundance,knautia arvensis,H0_PD1,0,0,na,8,se,table
3231_Feber1996_butterflyplant_abundance,knautia arvensis,H1_PD0,0.3,0.33,na,8,se,table
3231_Feber1996_butterflyplant_abundance,cirsium and carduus sp,H0_PD0,102.2,66.09,na,8,se,table
3231_Feber1996_butterflyplant_abundance,cirsium and carduus sp,H0_PD1,2.3,1.47,na,8,se,table
3231_Feber1996_butterflyplant_abundance,cirsium and carduus sp,H1_PD0,37.8,23.42,na,8,se,table
3231_Feber1996_butterflyplant_abundance,centaurea spp,H0_PD0,0,0,na,8,se,table
3231_Feber1996_butterflyplant_abundance,centaurea spp,H0_PD1,0,0,na,8,se,table
3231_Feber1996_butterflyplant_abundance,centaurea spp,H1_PD0,1,1,na,8,se,table
3231_Feber1996_butterflyplant_abundance,leucanthemum vulgare,H0_PD0,6.5,6.3,na,8,se,table
3231_Feber1996_butterflyplant_abundance,leucanthemum vulgare,H0_PD1,13.5,12.34,na,8,se,table
3231_Feber1996_butterflyplant_abundance,leucanthemum vulgare,H1_PD0,3.7,3.67,na,8,se,table
3231_Feber1996_butterflyplant_abundance,urctiva dioica,H0_PD0,1.7,0.63,na,8,se,table
3231_Feber1996_butterflyplant_abundance,urctiva dioica,H0_PD1,2.7,1.01,na,8,se,table
3231_Feber1996_butterflyplant_abundance,urctiva dioica,H1_PD0,2.6,0.8,na,8,se,table
3231_Feber1996_butterflyplant_abundance,alliaria petiolata,H0_PD0,3.2,2.46,na,8,se,table
3231_Feber1996_butterflyplant_abundance,alliaria petiolata,H0_PD1,0.2,0.17,na,8,se,table
3231_Feber1996_butterflyplant_abundance,alliaria petiolata,H1_PD0,50.3,18.63,na,8,se,table
3231_Feber1996_butterflyplant_abundance,rumex sp,H0_PD0,0.4,0.2,na,8,se,table
3231_Feber1996_butterflyplant_abundance,rumex sp,H0_PD1,0.1,0.56,na,8,se,table
3231_Feber1996_butterflyplant_abundance,rumex sp,H1_PD0,0.4,0.3,na,8,se,table
3231_Feber1996_butterflyplant_abundance,leguminosae,H0_PD0,0.6,0.58,na,8,se,table
3231_Feber1996_butterflyplant_abundance,leguminosae,H0_PD1,0,0.03,na,8,se,table
3231_Feber1996_butterflyplant_abundance,leguminosae,H1_PD0,0.6,0.52,na,8,se,table
3231_Feber1996_butterflyplant_abundance,cruciferae,H0_PD0,0.1,0.07,na,8,se,table
3231_Feber1996_butterflyplant_abundance,cruciferae,H0_PD1,0,0.03,na,8,se,table
3231_Feber1996_butterflyplant_abundance,cruciferae,H1_PD0,0.2,0.13,na,8,se,table
1967_Roleda2012_phytoplankton_biomassacc,Thalassiosira pseudonana,T1_N1,0.29,na,0.017,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Odontella aurita,T1_N1,0.158,na,0.018,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Nannochloropsis oculata,T1_N1,0.146,na,0.001,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Isochrysis galbana,T1_N1,0.116,na,0.01,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Chromulina ochromonoides,T1_N1,0.227,na,0.018,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Dunaliella tertiolecta,T1_N1,0.169,na,0.005,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Thalassiosira pseudonana,T1_N0,0.059,na,0.007,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Odontella aurita,T1_N0,0.074,na,0.001,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Nannochloropsis oculata,T1_N0,0.068,na,0.006,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Isochrysis galbana,T1_N0,0.054,na,0.003,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Chromulina ochromonoides,T1_N0,0.063,na,0.004,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Dunaliella tertiolecta,T1_N0,0.062,na,0.005,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Thalassiosira pseudonana,T0_N1,0.069,na,0.007,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Odontella aurita,T0_N1,0.071,na,0.001,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Nannochloropsis oculata,T0_N1,0.13,na,0.005,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Isochrysis galbana,T0_N1,0.057,na,0.005,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Chromulina ochromonoides,T0_N1,0.054,na,0.002,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Dunaliella tertiolecta,T0_N1,0.059,na,0.001,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Thalassiosira pseudonana,T0_N0,0.046,na,0.003,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Odontella aurita,T0_N0,0.065,na,0.006,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Nannochloropsis oculata,T0_N0,0.062,na,0.004,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Isochrysis galbana,T0_N0,0.052,na,0.004,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Chromulina ochromonoides,T0_N0,0.046,na,0.005,3,sd,table
1967_Roleda2012_phytoplankton_biomassacc,Dunaliella tertiolecta,T0_N0,0.05,na,0.003,3,sd,table